Usuario,Caso,Marcador,Tarjeta,Fecha y hora de transacci—n,Monto,Comercio,Modo de Entrada,Ind Com Elec
999agsa,162252231,NF,1234567890112136,01/11/21 10:55 AM,380,OP*OPENPAY,K,
999agsa,162252639,NF,1234567890112137,01/11/21 11:03 AM,164.84,Audible,E,7
999agsa,162252639,NF,1234567890112138,01/11/21 11:06 AM,12,PAYPAL1,K,1
999agsa,162252565,NF,1234567890112139,01/11/21 11:04 AM,20,AMAZON MX,E,7
999agsa,162252565,NF,1234567890112140,01/11/21 11:08 AM,999,AMAZON MX,E,7
999agsa,162252239,NF,1234567890112141,01/11/21 10:55 AM,829,AMAZON MX,E,7
999agsa,162252239,NF,1234567890112142,01/11/21 10:55 AM,20,MICROSOFT VERIFICA TAR,E,7
999agsa,162252239,NF,1234567890112155,01/11/21 10:56 AM,20,AME*MICROSOFT I,E,7
999agsa,162252409,NF,1234567890112158,01/11/21 11:00 AM,7708,AEROMEXICO COM H2H 2,E,7
999agsa,162252427,NF,1234567890112134,01/11/21 11:00 AM,1350,ST*STRIPE 2,E,7
999agsa,162252899,NF,1234567890112130,01/11/21 11:13 AM,1359,MERCADO PAGO 5,E,7
999agsa,162252597,NF,1234567890112135,01/11/21 11:05 AM,7101.32,adidas 6525 New York,V,
999agsa,162253241,NF,1234567890112136,01/11/21 11:23 AM,434,AMAZON MX MSI,E,7
999agsa,162253241,NF,1234567890112137,01/11/21 11:23 AM,2365.15,AMAZON MX MKTPLACE MSI,E,7
999agsa,162252833,NF,1234567890112138,01/11/21 11:11 AM,4000,PAYPAL4,K,1
999agsa,162252967,NF,1234567890112137,01/11/21 11:15 AM,8057.4,AXA SEG MIT2,K,0
999agsa,162252967,NF,1234567890112138,01/11/21 11:21 AM,15339.71,AXA SEG MIT2,K,0
999agsa,162253053,NF,1234567890112139,01/11/21 11:17 AM,299.99,MERCADO PAGO 4,E,7
999agsa,162253053,NF,1234567890112140,01/11/21 11:17 AM,8091,MERCADO PAGO 4,E,7
999agsa,162253235,NF,1234567890112141,01/11/21 11:23 AM,477,MERCADO PAGO 4,E,7
999agsa,162253935,NF,1234567890112142,01/11/21 11:41 AM,1572.95,GOOGLE *GSUITE_plugme.,E,7
999agsa,162252969,NF,1234567890112155,01/11/21 11:15 AM,63140,AME*FARFETCH,E,7
999agsa,162252969,NF,1234567890112137,01/11/21 11:15 AM,63140,Farfetch,E,7
999agsa,162252969,NF,1234567890112138,01/11/21 11:15 AM,63140,Farfetch,K,
999agsa,162252969,NF,1234567890112139,01/11/21 12:21 PM,63140,AME*FARFETCH,E,7
999agsa,162252969,NF,1234567890112140,01/11/21 12:21 PM,63140,Farfetch,E,7
999agsa,162252969,NF,1234567890112141,01/11/21 12:21 PM,63140,Farfetch,K,
999agsa,162255037,NF,1234567890112142,01/11/21 12:02 PM,53.28,DLOCAL*DIDI RIDES,K,
999agsa,162255037,NF,1234567890112155,01/11/21 12:10 PM,5,D LOCAL*DIDI MOBILITY,E,7
999agsa,162253571,NF,1234567890112158,01/11/21 10:36 AM,149.99,D LOCAL *GODADDY,K,
999agsa,162253571,NF,1234567890112137,01/11/21 11:32 AM,850,PAYPAL3,K,
999agsa,162147783,NF,1234567890112138,01/11/21 01:07 PM,6489.77,PAYPAL3,K,
999agsa,162253165,NF,1234567890112139,01/11/21 11:21 AM,1079,AME*SPOTIFY,E,6
999agsa,162253165,NF,1234567890112140,01/11/21 12:32 PM,559,WWWCLAROSHOPCOM1,K,1
999agsa,162254671,NF,1234567890112141,01/11/21 10:17 AM,119,GOOGLE *YouTubePremium,E,7
999agsa,162254671,NF,1234567890112142,01/11/21 12:01 PM,713.87,PAYPAL3,K,
999agsa,162253809,NF,1234567890112155,01/11/21 11:38 AM,680.3,GAS MARTIN I,V,0
999agsa,162255419,NF,1234567890112158,01/11/21 12:19 PM,398,SR PAGO*SRP,E,7
999agsa,162255795,NF,1234567890112137,01/11/21 12:28 PM,1076.04,AME*RAPPI II,E,7
999agsa,162256113,NF,1234567890112138,01/11/21 12:37 PM,346.58,MERCADO PAGO 4,E,7
999agsa,162256177,NF,1234567890112139,01/11/21 12:39 PM,20.74,GOOGLE *TEMPORARY HOLD,E,7
999agsa,162256177,NF,1234567890112140,01/11/21 12:39 PM,1866.15,GOOGLE *GSUITE_biolumi,E,7
999agsa,162256177,NF,1234567890112141,01/11/21 12:39 PM,1866.15,GOOGLE  GSUITE_biolumi,E,7
999agsa,162256301,NF,1234567890112142,01/11/21 12:42 PM,580,MERCADO PAGO 5,E,7
999agsa,162256811,NF,1234567890112155,01/11/21 12:56 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999agsa,162256811,NF,1234567890112158,01/11/21 12:56 PM,210.6,GOOGLE *GSUITE_xeandie,E,7
999agsa,162256889,NF,1234567890112137,01/11/21 12:58 PM,27185.25,TRAVELPERK/ID 2806826,,2
999agsa,162256891,NF,1234567890112138,01/11/21 12:58 PM,32999,SUBURBIA INTERNET,E,6
999agsa,162257425,NF,1234567890112139,01/11/21 01:11 PM,5480,IBERIA ADYEN,E,7
999agsa,162257811,NF,1234567890112140,01/11/21 12:17 PM,9450,SAMS PATIO TLALPAN,V,
999agsa,162257811,NF,1234567890112141,01/11/21 01:19 PM,38450.47,SOMOS ENTELEQUIA,E,6
999agsa,162255959,NF,1234567890112142,01/11/21 10:58 AM,154,COPEXA PEROTE,V,
999agsa,162255959,NF,1234567890112155,01/11/21 12:33 PM,491.7,SANBORNS XALAPA,V,
999agsa,162256081,NF,1234567890112158,01/11/21 12:36 PM,407,ST*CORNERSHOP,K,0
999agsa,162256081,NF,1234567890112140,01/11/21 12:52 PM,27,ST*CORNERSHOP,K,0
999agsa,162256167,NF,1234567890112141,01/11/21 12:38 PM,99,AMAZON MX,E,7
999agsa,162256449,NF,1234567890112142,01/11/21 12:46 PM,4333.34,PAYPAL3,K,
999agsa,162256449,NF,1234567890112155,01/11/21 01:20 PM,80.03,GOOGLE *GSUITE_tradeso,E,7
999agsa,162256503,NF,1234567890112158,01/11/21 12:47 PM,185.47,"BODEGA VILLA AVILA, C.",V,
999agsa,162256503,NF,1234567890112134,01/11/21 01:13 PM,87.37,FOODIS 2019 CA,V,
999agsa,162256503,NF,1234567890112130,01/11/21 01:21 PM,159.63,FOODIS 2019 CA,V,
999agsa,162256233,NF,1234567890112135,01/11/21 12:40 PM,241,D LOCAL*DIDI MOBILITY,E,7
999agsa,162256349,NF,1234567890112136,01/11/21 12:43 PM,2955,WALMART VENTA EN LIN3,E,7
999agsa,162256819,NF,1234567890112137,01/11/21 12:56 PM,20,AMAZON MX,E,7
999agsa,162256277,NF,1234567890112138,01/11/21 12:41 PM,300.15,REST DEBBIE&PEP STA FE,V,0
999agsa,162256883,NF,1234567890112139,01/11/21 12:58 PM,82,LA COMER SN MIGUEL A,V,
999agsa,162256883,NF,1234567890112140,01/11/21 01:08 PM,467,MR TOFU SMA NAT,V,0
999agsa,162256901,NF,1234567890112141,01/11/21 12:58 PM,5000,SAYER LACK MEXICANA MP,E,6
999agsa,162256905,NF,1234567890112142,01/11/21 12:58 PM,0,FACEBK ADS,E,7
999agsa,162257287,NF,1234567890112155,01/11/21 01:07 PM,0,BOOKING.COM,E,7
999agsa,162257399,NF,1234567890112158,01/11/21 01:10 PM,14.03,AME*RAPPI II,E,7
999agsa,162257399,NF,1234567890112134,01/11/21 01:12 PM,21.2,AME*PEIMI SAPI,E,7
999agsa,162257405,NF,1234567890112130,01/11/21 10:29 AM,1500,PAYU LA*GOOGLE MX CR,K,
999agsa,162257405,NF,1234567890112135,01/11/21 01:11 PM,3380,MERCADO PAGO 4,E,7
999agsa,162257405,NF,1234567890112136,01/11/21 01:29 PM,1797,MERCADO PAGO 4,E,7
999agsa,162257483,NF,1234567890112137,01/11/21 01:12 PM,234.32,MERCADO PAGO 4,E,7
999agsa,162256665,NF,1234567890112138,01/11/21 12:52 PM,33321.15,APPLE STORE  #R134,V,
999agsa,162256477,NF,1234567890112139,01/11/21 12:47 PM,10669.17,AME*ALIGN III,K,
999agsa,162258213,NF,1234567890112140,01/11/21 11:42 AM,161.4,PAYPAL *UBERBV EATS,E,7
999agsa,162258213,NF,1234567890112141,01/11/21 01:29 PM,8.07,PAYPAL *UBERBV EATS,E,7
999agsa,162257717,NF,1234567890112142,01/11/21 01:17 PM,248.82,GOOGLE *GSUITE_deploy.,E,7
999agsa,162256971,NF,1234567890112155,01/11/21 01:00 PM,110000,MERCADO PAGO 5,E,7
999agsa,162256971,NF,1234567890112158,01/11/21 01:00 PM,110000,MERCADO PAGO 1,E,7
999agsa,162256971,NF,1234567890112134,01/11/21 02:16 PM,110000,MERCADO PAGO 5,E,7
999agsa,162256971,NF,1234567890112130,01/11/21 02:16 PM,110000,MERCADO PAGO 1,E,7
999agsa,162259213,NF,1234567890112135,01/11/21 01:53 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999agsa,162259763,NF,1234567890112136,01/11/21 09:26 AM,1000,GASOL FEDRACUN,V,0
999agsa,162259763,NF,1234567890112137,01/11/21 12:22 PM,792.78,GASOL FEDRACUN,V,0
999agsa,162259763,NF,1234567890112138,01/11/21 12:33 PM,664,TOMS FERRETERIAS EJIDO,V,0
999agsa,162259763,NF,1234567890112139,01/11/21 02:07 PM,6024,TOTALPLAY MTP,E,7
999agsa,162258697,NF,1234567890112140,01/11/21 01:41 PM,30508.49,MAGNICHARTERS 1,E,6
999agsa,162259221,NF,1234567890112141,01/11/21 01:54 PM,560.98,AMZN Mktp US,E,7
999agsa,162260281,NF,1234567890112142,01/11/21 02:19 PM,565.63,MERCADO PAGO 5,E,7
999agsa,162260681,NF,1234567890112155,01/11/21 02:28 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999agsa,162260681,NF,1234567890112158,01/11/21 02:28 PM,220,GOOGLE *GSUITE_transpo,E,7
999agsa,162260735,NF,1234567890112134,01/11/21 02:29 PM,486.7,AMAZON MX,E,7
999agsa,162261019,NF,1234567890112130,01/11/21 05:18 AM,668.96,DESPEGAR,E,7
999agsa,162261019,NF,1234567890112135,01/11/21 02:37 PM,5924,VOLARIS WEB MXN,E,7
999agsa,162262117,NF,1234567890112136,01/11/21 03:04 PM,4520.23,Online Payment,E,7
999agsa,162259989,NF,1234567890112137,01/11/21 12:31 PM,1343,SAN PABLO TECAMACHALCO,V,
999agsa,162259989,NF,1234567890112138,01/11/21 01:28 PM,5761.14,LANCETA HG POLANCO,V,0
999agsa,162259989,NF,1234567890112139,01/11/21 02:12 PM,4.9,OFFICE MAX PALMAS,V,
999agsa,162260109,NF,1234567890112140,01/11/21 02:15 PM,10,ST*UBER EATS,E,7
999agsa,162260257,NF,1234567890112141,01/11/21 02:18 PM,12,PAYPAL *4029357733,E,7
999agsa,162260015,NF,1234567890112142,01/11/21 02:13 PM,5191.02,AME*PEIMI SAPI,E,7
999agsa,162260401,NF,1234567890112155,01/11/21 02:21 PM,520.5,AME*WIX,E,7
999agsa,162260023,NF,1234567890112158,01/11/21 02:13 PM,5000,CLIPCOM*WE SOLUCIONES,E,7
999agsa,162260023,NF,1234567890112134,01/11/21 02:16 PM,5000,CLIPCOM*WE SOLUCIONES,E,7
999agsa,162260471,NF,1234567890112130,01/11/21 02:23 PM,20,AMAZON MX,E,7
999agsa,162260077,NF,1234567890112135,01/11/21 02:14 PM,0,ZOOM.US 888-799-9666,E,7
999agsa,162260077,NF,1234567890112136,01/11/21 02:15 PM,360.58,ZOOM.US 888-799-9666,,2
999agsa,162260077,NF,1234567890112137,01/11/21 02:26 PM,178.7,ST*UBER EATS,K,0
999agsa,162260825,NF,1234567890112138,01/11/21 02:31 PM,99,APPLE.COM/BILL,,2
999agsa,162260825,NF,1234567890112139,01/11/21 02:32 PM,0,APPLE.COM/BILL,E,7
999agsa,162260825,NF,1234567890112140,01/11/21 02:55 PM,99,APPLE.COM/BILL,,2
999agsa,162260825,NF,1234567890112141,01/11/21 03:19 PM,1000,AEROMEXICO ANCILLARIES,V,0
999agsa,162261303,NF,1234567890112142,01/11/21 10:19 AM,498.99,VS TELCEL 018001200006,E,7
999agsa,162261303,NF,1234567890112155,01/11/21 02:45 PM,20,AMAZON MX,E,7
999agsa,162261543,NF,1234567890112158,01/11/21 02:46 PM,1683.06,EXPERIENCIAS XCARET,E,7
999agsa,162261543,NF,1234567890112134,01/11/21 02:51 PM,12157.7,PRICERES MU,E,7
999agsa,162261543,NF,1234567890112130,01/11/21 03:05 PM,4175.56,BEDSONLINE,E,7
999agsa,162261553,NF,1234567890112135,01/11/21 02:51 PM,506.14,STARBUCKS STORE 08228,V,
999agsa,162261811,NF,1234567890112136,01/11/21 02:57 PM,1143.38,INST MEX DE LA PROP MU,E,6
999agsa,162261879,NF,1234567890112137,01/11/21 02:58 PM,7122.47,SOUTH LOOP DENTAL SPEC,V,
999agsa,162261915,NF,1234567890112138,01/11/21 02:59 PM,4998,OFFICE DEPOT INTERNET,E,7
999agsa,162262249,CNF,1234567890112134,01/11/21 03:07 PM,2171.2,ADT CR,K,
999agsa,162262693,NF,1234567890112130,01/11/21 03:17 PM,20,MERCADO PAGO 5,E,7
999agsa,162261077,NF,1234567890112135,01/11/21 02:39 PM,922.8,MERCADO PAGO 4,E,7
999agsa,162262461,NF,1234567890112136,01/11/21 03:12 PM,20,AME*UBER I,E,7
999agsa,162262563,NF,1234567890112137,01/11/21 03:14 PM,300,CONEKTA*DONADORAMX,E,7
999agsa,162263157,NF,1234567890112138,01/11/21 03:28 PM,10099,AMAZON MX,E,7
999agsa,162263157,NF,1234567890112134,01/11/21 03:28 PM,10099,AMAZON MX,E,7
999agsa,162263305,NF,1234567890112130,01/11/21 03:32 PM,14157.04,D LOCAL*HEINEKEN,K,
999agsa,162263305,NF,1234567890112135,01/11/21 03:32 PM,14157.04,D LOCAL*HEINEKEN,K,
999agsa,162263305,NF,1234567890112136,01/11/21 03:37 PM,13822.06,D LOCAL*HEINEKEN,K,
999agsa,162263305,NF,1234567890112137,01/11/21 03:37 PM,13822.06,D LOCAL*HEINEKEN,K,
999agsa,162263305,NF,1234567890112138,01/11/21 03:41 PM,13822.06,D LOCAL*HEINEKEN,K,
999agsa,162263305,NF,1234567890112139,01/11/21 03:41 PM,13822.06,D LOCAL*HEINEKEN,K,
999agsa,162263187,NF,1234567890112140,01/11/21 01:10 PM,800,COMB COROLES ZARAGOZA2,V,0
999agsa,162263187,NF,1234567890112141,01/11/21 02:57 PM,55,CAPUFE 2 CAB,K,
999agsa,162263187,NF,1234567890112142,01/11/21 03:12 PM,14,CAPUFE 2 CAB,K,
999agsa,162263187,NF,1234567890112155,01/11/21 03:29 PM,55,CAMINOS Y PUENTES FEMU,E,6
999agsa,162250799,NF,1234567890112158,01/11/21 10:17 AM,9330.75,NN* NACHONACHO TOPUP,,2
999agsa,162250799,NF,1234567890112134,01/11/21 03:03 PM,1121.97,eBay O*12-07809-67132,E,7
999lrca,162252915,NF,1234567890112130,01/11/21 11:14 AM,6061.34,GOOGLE*GSUITE BFGO.MX,E,7
999lrca,162253465,NF,1234567890112135,01/11/21 11:29 AM,1,IZZI APP PAGO 3,E,6
999lrca,162253465,NF,1234567890112136,01/11/21 11:30 AM,340,IZZI APP PAGO,K,0
999lrca,162253205,NF,1234567890112137,01/11/21 11:22 AM,35977.47,LA LATINO SEG ECOM,E,7
999lrca,162253771,NF,1234567890112138,01/11/21 11:37 AM,179,AMAZON MX,E,7
999lrca,162253831,NF,1234567890112137,01/11/21 11:38 AM,1407.91,SALESFORCE.COM SERVICE,K,2
999lrca,162228291,NF,1234567890112138,01/11/21 11:39 AM,998.99,VS TELCEL 018001200006,K,1
999lrca,162253851,NF,1234567890112139,01/11/21 11:39 AM,3798,PAYPAL *ESHOPNIKE,E,7
999lrca,162254033,NF,1234567890112140,01/11/21 11:43 AM,3897,MERCADO PAGO 4,E,7
999lrca,162252021,NF,1234567890112141,01/11/21 10:49 AM,6293,MERCADO PAGO 5,E,7
999lrca,162253489,NF,1234567890112142,01/11/21 11:30 AM,1092,PAGO MI TELMEX,E,6
999lrca,162236503,NF,1234567890112155,01/11/21 11:52 AM,266,NETFLIX COM,K,1
999lrca,162254059,NF,1234567890112137,01/11/21 11:43 AM,20,GOOGLE *TEMPORARY HOLD,E,7
999lrca,162254059,NF,1234567890112138,01/11/21 11:45 AM,36000,PAYU LA*GOOGLE MX CR,K,
999lrca,162254531,NF,1234567890112139,01/11/21 11:57 AM,5000,PAYU LA*GOOGLE MX CR,K,
999lrca,162254691,NF,1234567890112140,01/11/21 12:01 PM,20.74,GOOGLE *TEMPORARY HOLD,E,7
999lrca,162254691,NF,1234567890112141,01/11/21 12:02 PM,93.6,BURO DE CREDITO I,E,7
999lrca,162254579,NF,1234567890112142,01/11/21 11:58 AM,1600,PASE MULTIPAGOS CR,E,6
999lrca,162255213,NF,1234567890112155,01/11/21 10:05 AM,802,VS TELCEL 018001200006,K,1
999lrca,162255213,NF,1234567890112158,01/11/21 10:10 AM,450.44,VS TELCEL 018001200006,K,1
999lrca,162255213,NF,1234567890112137,01/11/21 12:15 PM,8099.4,GOOGLE*GSUITE GRUPOLUF,E,7
999lrca,162255589,NF,1234567890112138,01/11/21 12:23 PM,6648.99,WALMART VENTA EN LIN4,E,6
999lrca,162255765,NF,1234567890112139,01/11/21 12:27 PM,1030.48,MERPAGO*SHEINMX,E,7
999lrca,162255499,NF,1234567890112140,01/11/21 10:46 AM,20,GOOGLE *TEMPORARY HOLD,E,7
999lrca,162255499,NF,1234567890112141,01/11/21 12:21 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999lrca,162255499,NF,1234567890112142,01/11/21 12:21 PM,1005.78,VS TELCEL 018001200006,E,7
999lrca,162256325,NF,1234567890112155,01/11/21 12:43 PM,20,AME*UBER I,E,7
999lrca,162256325,NF,1234567890112158,01/11/21 12:46 PM,375.91,UBER CORNERSHOP,E,7
999lrca,162256603,NF,1234567890112137,01/11/21 12:50 PM,0,AMAZON.COM,E,7
999lrca,162256603,NF,1234567890112138,01/11/21 12:53 PM,598.26,AMAZON MX MARKETPLACE,E,7
999lrca,162256603,NF,1234567890112139,01/11/21 12:55 PM,3488.66,AMZN Mktp US,E,7
999lrca,162255339,NF,1234567890112140,01/11/21 12:17 PM,532.94,WALMART SUPER 1,E,7
999lrca,162255459,NF,1234567890112141,01/11/21 12:20 PM,79,AMAZON MX,E,7
999lrca,162255867,NF,1234567890112142,01/11/21 12:30 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999lrca,162255867,NF,1234567890112155,01/11/21 12:30 PM,500,PAYU LA*GOOGLE MX CR,K,
999lrca,162255867,NF,1234567890112158,01/11/21 01:03 PM,100,TELCEL RECARGAS FONY,E,7
999lrca,162258605,NF,1234567890112137,01/11/21 01:38 PM,43250,POINTMP*BELLESAYSALUD,V,0
999lrca,162258039,NF,1234567890112138,01/11/21 01:25 PM,20,AME*FARMACIAS DEL,E,7
999lrca,162258039,NF,1234567890112139,01/11/21 01:25 PM,2048,AME*FARMACIAS DEL,K,
999lrca,162258839,NF,1234567890112140,01/11/21 01:44 PM,333.1,MERCADO PAGO 4,E,7
999lrca,162259047,NF,1234567890112141,01/11/21 01:50 PM,12,PAYPAL1,K,1
999lrca,162259047,NF,1234567890112142,01/11/21 01:51 PM,1858,PAYPAL *OFFICEMAX,E,7
999lrca,162258383,NF,1234567890112155,01/11/21 01:33 PM,421,PAYPAL3,K,
999lrca,162258425,NF,1234567890112158,01/11/21 01:34 PM,1000,OXXO GAS PARICUTIN,V,
999lrca,162258693,NF,1234567890112134,01/11/21 01:41 PM,800,GASOMAX PARAISO,V,0
999lrca,162259091,NF,1234567890112130,01/11/21 01:51 PM,2131.8,MERCADO PAGO 5,E,7
999lrca,162259107,UNF,1234567890112135,01/11/21 01:51 PM,42886,MERCADO PAGO 5,E,7
999lrca,162259107,UNF,1234567890112136,01/11/21 01:51 PM,42886,MERCADO PAGO 1,E,7
999lrca,162259107,UNF,1234567890112137,01/11/21 01:55 PM,42886,MERCADO PAGO 5,E,7
999lrca,162259107,UNF,1234567890112138,01/11/21 01:55 PM,42886,MERCADO PAGO 1,E,7
999lrca,162260631,NF,1234567890112139,01/11/21 01:46 PM,17999,PYPL   *MACSTORE,E,7
999lrca,162260631,NF,1234567890112140,01/11/21 01:47 PM,17999,PYPL   *MACSTORE,E,7
999lrca,162260631,NF,1234567890112141,01/11/21 01:51 PM,17999,PYPL   *MACSTORE,E,7
999lrca,162260631,NF,1234567890112142,01/11/21 02:16 PM,15998.6,MERCADO PAGO 1,E,7
999lrca,162260631,NF,1234567890112155,01/11/21 02:27 PM,20,AMAZON MX,E,7
999lrca,162260631,NF,1234567890112158,01/11/21 03:45 PM,11678.99,AMAZON MX MARKETPLACE,E,7
999lrca,162260631,NF,1234567890112134,01/11/21 04:04 PM,11678.99,AMAZON MX MARKETPLACE,E,7
999lrca,162261137,NF,1234567890112130,01/11/21 02:40 PM,1323.1,WHOLEFDS BRD 10266,V,
999lrca,162262061,NF,1234567890112135,01/11/21 03:02 PM,808.67,SQ *CARLO'S BAKERY TIM,V,
999lrca,162262061,NF,1234567890112136,01/11/21 03:25 PM,1472.81,Crocs,V,
999lrca,162262061,NF,1234567890112137,01/11/21 03:40 PM,0,EXPLORETOCK.COM,E,7
999lrca,162262061,NF,1234567890112138,01/11/21 03:40 PM,0,TOCK,E,7
999lrca,162262061,NF,1234567890112139,01/11/21 03:40 PM,829.4,TOCK AT*TAO DOWNTOWN N,E,7
999lrca,162262061,NF,1234567890112140,01/11/21 03:41 PM,0,TOCK,E,7
999lrca,162262197,NF,1234567890112141,01/11/21 03:06 PM,0,AMAZON.COM,E,7
999lrca,162262197,NF,1234567890112142,01/11/21 03:09 PM,613.13,AMZN Mktp US,E,7
999lrca,162263225,NF,1234567890112155,01/11/21 03:30 PM,0,AIRBNB INC,E,7
999lrca,162261289,NF,1234567890112158,01/11/21 02:45 PM,1514.06,PAYPAL3,K,
999lrca,162262689,NF,1234567890112134,01/11/21 03:17 PM,549,PAYPAL3,K,
999lrca,162262411,NF,1234567890112130,01/11/21 03:10 PM,1910.71,HOME DEPOT CAMPECHE,V,
999lrca,162262411,NF,1234567890112135,01/11/21 03:11 PM,1910.71,HOME DEPOT CAMPECHE,V,
999lrca,162262499,NF,1234567890112136,01/11/21 03:12 PM,2549,MERCADO PAGO 4,E,7
999lrca,162262499,NF,1234567890112137,01/11/21 03:13 PM,14990,MERCADO PAGO 4,E,7
999lrca,162262499,NF,1234567890112138,01/11/21 03:13 PM,2549,MERCADO PAGO 4,E,7
999lrca,162262499,NF,1234567890112139,01/11/21 04:14 PM,1069,MERCADO PAGO 4,E,7
999lrca,162263417,NF,1234567890112140,01/11/21 03:35 PM,899,AMAZON MX,E,7
999lrca,162263473,NF,1234567890112141,01/11/21 03:35 PM,1244.1,PAYPAL *AOFEITEYILI,E,7
999lrca,162263473,NF,1234567890112142,01/11/21 03:36 PM,5461.6,PAYPAL *KANGDERUBBE,E,7
999lrca,162263387,NF,1234567890112155,01/11/21 03:34 PM,402.5,LA COMER SN MIGUEL A,V,
999lrca,162263861,NF,1234567890112158,01/11/21 03:46 PM,0,AMAZON WEB SERVICES,E,7
999lrca,162263861,NF,1234567890112134,01/11/21 03:47 PM,20.74,Amazon web services,E,7
999lrca,162263917,NF,1234567890112130,01/11/21 03:52 PM,6828,CFE SUM SERV BAS CR MU,K,
999lrca,162264115,NF,1234567890112135,01/11/21 03:54 PM,1460,CFE SUM SERV BAS CR MU,K,
999lrca,162264551,NF,1234567890112136,01/11/21 03:34 PM,93.6,BURO DE CREDITO I,E,7
999lrca,162264551,NF,1234567890112137,01/11/21 04:03 PM,1230,VINAT ALAMEDA CENTAURO,V,0
999lrca,162264551,NF,1234567890112138,01/11/21 04:36 PM,411,ALSUPER OJO DE AGUA,V,
999lrca,162264237,NF,1234567890112139,01/11/21 12:52 PM,1430,RESTAURANT EL TIO PEPE,V,0
999lrca,162264237,NF,1234567890112140,01/11/21 03:55 PM,1450,SERVI VINO DE ORIENTE,V,
999lrca,162264237,NF,1234567890112141,01/11/21 04:12 PM,610,SERVI VINO DE ORIENTE,V,
999lrca,162264581,NF,1234567890112142,01/11/21 03:36 PM,1500,MERCADO PAGO 1,E,7
999lrca,162264581,NF,1234567890112155,01/11/21 03:36 PM,1500,MERCADO PAGO 1,E,7
999lrca,162264581,NF,1234567890112158,01/11/21 04:04 PM,1500,MERCADO PAGO 1,E,7
999lrca,162264045,NF,1234567890112134,01/11/21 03:51 PM,0,FACEBK *ADS,E,7
999lrca,162264045,NF,1234567890112130,01/11/21 04:09 PM,72.06,FACEBK *ALL7J839C2,E,7
999lrca,162265097,NF,1234567890112135,01/11/21 01:59 PM,30.64,D LOCAL*DIDI MOBILITY,E,7
999lrca,162265097,NF,1234567890112136,01/11/21 04:18 PM,252.8,D LOCAL*DIDI MOBILITY,E,7
999lrca,162265097,NF,1234567890112137,01/11/21 04:20 PM,252.8,D LOCAL*DIDI MOBILITY,E,7
999lrca,162265097,NF,1234567890112138,01/11/21 04:22 PM,262.13,D LOCAL*DIDI MOBILITY,E,7
999lrca,162264919,NF,1234567890112139,01/11/21 04:14 PM,1552.9,IZZI APP PAGO 3,E,6
999lrca,162264919,NF,1234567890112140,01/11/21 04:15 PM,1,IZZI APP PAGO 3,E,6
999lrca,162265073,NF,1234567890112141,01/11/21 04:17 PM,5000,PAYU LA*GOOGLE MX CR,K,
999lrca,162171499,NF,1234567890112142,01/11/21 04:58 PM,1092.05,MAYOREO REFACC TIJUANA,V,
999lrca,162265075,NF,1234567890112155,01/11/21 04:16 PM,237,DOMINO S OLO CR,K,
999lrca,162265075,NF,1234567890112158,01/11/21 04:17 PM,237,DOMINO S OLO CR,K,
999lrca,162265347,NF,1234567890112134,01/11/21 04:23 PM,716.04,AMAZON MX,E,7
999lrca,162265491,NF,1234567890112130,01/11/21 04:27 PM,35.6,BURO DE CREDITO I,E,7
999lrca,162265491,NF,1234567890112135,01/11/21 04:27 PM,35.6,BURO DE CREDITO MU,K,0
999lrca,162265265,NF,1234567890112136,01/11/21 11:38 AM,1565.49,TM *TICKETMASTER,E,7
999lrca,162265265,NF,1234567890112137,01/11/21 04:22 PM,57.02,MTA*NYCT PAYGO,D,
999lrca,162265265,NF,1234567890112138,01/11/21 05:41 PM,737.39,Irving Plaza,U,
999lrca,162265365,NF,1234567890112139,01/11/21 04:24 PM,20,DLOCAL*DIDI RIDES,K,
999lrca,162267011,NF,1234567890112140,01/11/21 03:47 PM,285,ST*UBER EATS,K,0
999lrca,162267011,NF,1234567890112141,01/11/21 05:05 PM,14.25,ST*UBER EATS,E,7
999lrca,162267605,NF,1234567890112142,01/11/21 05:20 PM,20,AMAZON MX,E,7
999lrca,162267371,NF,1234567890112155,01/11/21 05:14 PM,8.8,HOMBRES ILUSTRES,V,
999lrca,162268503,NF,1234567890112158,01/11/21 05:42 PM,282.25,D LOCAL*DIDI MOBILITY,E,7
999lrca,162269029,NF,1234567890112134,01/11/21 05:56 PM,709,AMAZON MX MARKETPLACE,E,7
999lrca,162268293,NF,1234567890112130,01/11/21 05:37 PM,1696.15,LEROY BH SUL,V,
999lrca,162268545,NF,1234567890112135,01/11/21 05:43 PM,20,AMAZON MX,E,7
999lrca,162268545,NF,1234567890112136,01/11/21 05:48 PM,224,AMAZON MX MARKETPLACE,E,7
999lrca,162268743,NF,1234567890112137,01/11/21 05:49 PM,99,AMAZON MX,E,7
999lrca,162268535,NF,1234567890112138,01/11/21 05:43 PM,258.73,AMAZON MX MARKETPLACE,E,7
999lrca,162271771,NF,1234567890112139,01/11/21 09:35 AM,169.94,ST*UBER,K,0
